starttime,endtime,today,deviceid,malaria_intro,readiness_assessment_checklist,gps1_longitude,gps1_latitude,gps1_altitude,gps1_accuracy,gps1,time_of_assessment,date_of_visits,name_supervisor,organisation,other_organisation,region,district,planning_coordination,operational_plan_develop_1_1,coordination_team_established_1_2,micro_plan_finalized_1_3,funds_received_1_4,funds_distributed_1_5,funds_distributed_1_6,comments_planning_coordination,training,health_workers_trained_2_1,com_health_volunteers_trained_2_2,supervisors_identified_and_trained_2_3,comments_training,m_e,supervision_plan_developed_3_1,monitoring_tools_received_3_2,monitoring_tools_delivered_at_hf_3_3,comments_m_e,cold_chain_and_logistics,sufficient_coldchain_capacity_4_1,waste_mgt_assessment_4_2,vaccines_mgt_supplied_vaccines_4_3a,vaccines_mgt_supplied_ad_syringes_0_5ml_4_3b,vaccines_mgt_supplied_safety_boxes_4_3c,vaccines_mgt_supplied_comments_cold_chain_and_logistics,advocacy_communication,acsm_mgt_delivered_5_1,acsm_mgt_implemented_5_2,community_awareness_verified_5_3,comments_advocacy_communication,overall_comments_note,overall_comments,thank_you,meta_instance_id,id,system_submission_date,system_updated_at,system_submitter_id,system_submitter_name,system_attachments_present,system_attachments_expected,system_status,system_review_state,system_device_id,system_edits,system_form_version,odata_context
2025-03-03T10:18:59Z,2025-03-03T10:34:45Z,2025-03-03T00:00:00Z,collect:7dVdmFpMlIoNfIhQ,NA,NA,31.7934511,3.3659557,788.70001220703125,490.192,,2m,2025-03-03T00:00:00Z,OLEGMUNGU DERRICK ,gov_moh,NA,West_Nile,Adjumani,NA,no,no,no,no,no,no,The microplan needs to be shared to the district for proper planning because most of the things are not in but with District Vaccine Store  is perfectly intact ,NA,no,no,no,The DHT team needs to be reminded  about thorough training of the supervisors and the rest,NA,no,yes,yes,Every thing is ok only waiting for work,NA,yes,no,no,no,no,Nothing like materials yet,NA,no,no,no,No microplan shares to them,NA,"Adjumani District has everything intact as far as District Vaccines store and all other activities are planned well apart from the complain of the microplan which was not shared to them ,",NA,uuid:d6865aa3-c20f-4bd1-8ab5-63c2625318c0,uuid:d6865aa3-c20f-4bd1-8ab5-63c2625318c0,2025-03-03T10:34:48.025Z,NA,1124,moh_assessor,0,0,NA,NA,collect:7dVdmFpMlIoNfIhQ,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T07:40:12Z,2025-03-03T10:07:52Z,2025-03-03T00:00:00Z,collect:adSp3t46z9MXZpgh,NA,NA,31.7576688,-0.1675949,1266.5,16.833,,2m,2025-03-03T00:00:00Z,Sarah Nahura,gov_moh,NA,South_Central,Kalungu,NA,yes,yes,yes,no,no,yes,Meetings are carried on weekly and challenging area is need of  facilition to enable training of the community health workers.,NA,no,no,no,Both health workers at the health facilities and community health workers are not  sensitized about the malaria vaccine,NA,no,yes,yes,Monitoring tools are available,NA,yes,no,no,no,no,There is enough storage capacity waiting to receive vaccine,NA,no,no,no,ACSM materials should be brought at the district early .like two months before the implementation and also fundings,NA,kalungu District still requires training and sensitisation about malaria vaccine,NA,uuid:630260c3-a1f2-4c45-99ce-b102552f7b35,uuid:630260c3-a1f2-4c45-99ce-b102552f7b35,2025-03-03T10:07:58.722Z,NA,1124,moh_assessor,0,0,NA,NA,collect:adSp3t46z9MXZpgh,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T09:21:29Z,2025-03-03T09:46:09Z,2025-03-03T00:00:00Z,collect:I6Eej4CBgTigix6c,NA,NA,34.2746105,0.9523528,1205.7136133825775,4.931,,2m,2025-03-03T00:00:00Z,Anirwoth Gloria,gov_moh,NA,Bugisu,Manafwa,NA,yes,yes,no,no,no,yes,"Most district participants missout on payments made by the national level and it's difficult for the district to follow up on these payments, this makes it difficult to convince people to participate in other activities. ",NA,no,no,yes,Supervisors have been identified but not yet trained pending receipt of funds,NA,no,no,no,The district is still lacking data tools for new antigen this has greatly affected reporting and data capture. There's need to have these tools in DHIS2 as well. ,NA,yes,no,no,no,no,Pending delivery of vaccines and supplies by NMS,NA,no,yes,no,Late delivery of IEC materials affects ACSM activities in the district. ,NA,"Late delivery of vaccines and other supplies by MMS affects implementation plans at the district. 

It is difficult for the district to develop Micro plans without financial guidelines from the MoH. There is need for MoH to send IPFs in time. 

3 health facilities lack functional cold chain equipment these include wajo HC II, kim-tab HC II and butiru HC III. 
",NA,uuid:38b07f3d-5596-462c-8307-133875b32efb,uuid:38b07f3d-5596-462c-8307-133875b32efb,2025-03-03T09:54:10.039Z,NA,1124,moh_assessor,0,0,NA,NA,collect:I6Eej4CBgTigix6c,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T07:08:08Z,2025-03-03T09:51:48Z,2025-03-03T00:00:00Z,collect:ZGXQPIs8xpj0E5cT,NA,NA,32.5293875,1.9828137,1043.5484423807195,4.679,,2m,2025-03-03T00:00:00Z,Doreen Ruth Akuno,gov_moh,NA,Lango,Apac,NA,no,yes,yes,no,no,no,The meetings will start in the 2nd week of March 2025.,NA,no,no,no,Still waiting for guidance ,NA,no,no,no,The District is waiting for the delivery from NMS.,NA,yes,no,no,no,no,The vaccine and logistics not yet delivered at the District ,NA,no,no,no,The Radio talk shows will start 2nd week of March,NA,"The district is set for the MVI and DHT members are ready for implementation. They do have their meetings every Monday and one of the agenda is the MVI.
They already asked the the RDC airtime to support in the community engagement and advocacy. ",NA,uuid:1dab7d97-1831-453c-94d7-8ca43e08612e,uuid:1dab7d97-1831-453c-94d7-8ca43e08612e,2025-03-03T09:51:47.410Z,NA,1124,moh_assessor,0,0,NA,NA,collect:ZGXQPIs8xpj0E5cT,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T07:45:22Z,2025-03-03T09:30:41Z,2025-03-03T00:00:00Z,collect:LEDNomTpyY7BXZQ8,NA,NA,34.109125,2.9999633,1240,4.9,,2m,2025-03-03T00:00:00Z,Tonny Tindyebwa,gov_moh,NA,Karamoja,Kotido,NA,no,no,no,no,no,no,Expected activities to be commenced upon receipt of the budget from National Level,NA,no,no,no,Teams that previously participated in other EPI campaigns will be cooped for the MVI activities as guided by the planned budget ceiling,NA,no,no,no,These shall be adapted from plans normally used for routine & the most recent big catch-up activities immediately after the coordination meeting,NA,yes,yes,no,no,yes,Team to be guided after understanding the characteristics of the MV,NA,no,no,no,To be commenced after receiving the activity budget and necessary materials from the Centre,NA,"1. Sharing the MVI activity budget early enough to enable adequate planning
2. Rely on contextual categorization of hard to reach areas to improve coverage.
3. Plan for adequate facilitation of VHTs (most effective) proportionate to the amount of money they spend from their locations: For example, those from Lolelia, Napeikar, Kaalale- Spend between 30,000-40,000Ugsh for a complete journey from and to the usual training sites. Compensating them with 10,000 is always very demoralizing and unreasonable.
4. Plan for refreshments during trainings to ensure that participants retention rather than loosing some due to hunger.
5. Supply data tools based on the demand from district rather than using estimations.
5. Incentivise report compilation either with an Airtime package or SDA for efficient accountability processes. e-Payments downside effect; as those who compile reports are less motivated to do so",NA,uuid:aa694259-afe1-42a7-96da-c147a0541b46,uuid:aa694259-afe1-42a7-96da-c147a0541b46,2025-03-03T09:30:42.944Z,NA,1124,moh_assessor,0,0,NA,NA,collect:LEDNomTpyY7BXZQ8,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T08:12:00Z,2025-03-03T08:51:34Z,2025-03-03T00:00:00Z,collect:MXJVPCSaDgKydJY2,NA,NA,32.6792615,2.2776646,1012.895,1.7,,2m,2025-03-03T00:00:00Z,Ssemanda Paul ,gov_moh,NA,Lango,Kole,NA,yes,yes,yes,no,no,yes,"1) Programs should be re-scheduled well so that they don't collide.
2) Ministry should involve district technical people during implementation of activities and also equip them with technical knowledge.
3) IEC materials should be delivered earlier so that information can be disseminated easily and timely to the communities.",NA,no,no,yes,"1) Adequate time for training should be availed.
2) More training time should be allocated to stakeholders.
3) IEC materials should be provided adequately and timely.
4) Practical sessions should be enhanced to allow grasping of concepts.",NA,no,no,no,"1) Adequate tools should be supplied and also on a timely basis.
2) EPI focal persons should be well equiped with knowledge.",NA,yes,yes,no,no,no,"1) The faulty fridge should be fixed. 
2) Need to know the quantity of the vaccines visa vi the size of the fridges available.
3) More vaccine carriers should be availed.
4) Support to the cold chain in distribution of the logistics should be availed on record time.",NA,no,yes,no,"1) IEC materials should be availed on time.
2) Revise number of days for mobilization. They need to be increased.
3) Need to come up with a bottom up strategy for mobilization.",NA,"1) IEC materials should be availed on time.
2) On the side of cold chain, fuel should be sent earlier for easy transportation of logistics. Vaccines should also be brought on time to the DVS.
3) on the M&E side , enough tools for data capture should be availed. orient HIAs on how to pick data.
4) On the area of planning, prior assessment should be done. 
5) Guidelines should be availed early so that stakeholders are in the know.
6) Key stakeholders should be involved on record time.
7) The district council should be brought on board and facilitated for easy mobilization.
8) Equitable distribution of RDC airtime for easy mobilization.",NA,uuid:784297f3-a236-4137-8d61-250ba013cd8a,uuid:784297f3-a236-4137-8d61-250ba013cd8a,2025-03-03T08:51:38.018Z,NA,1124,moh_assessor,0,0,NA,NA,collect:MXJVPCSaDgKydJY2,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T05:53:44Z,2025-03-03T06:05:42Z,2025-03-03T00:00:00Z,collect:FtAm5uY5ZeOySRXG,NA,NA,31.086523,2.4776185,1009.2999877929688,4.858,,2m,2025-03-03T00:00:00Z,Kayongo Abdallah ,gov_moh,NA,West_Nile,Nebbi,NA,yes,no,yes,no,no,yes,"Politicians have confirmed that communities are ready 
Sensitization is continuing in any gathering ",NA,no,no,no,Administration of the vaccine ,NA,no,no,no,Need to provide tools early to ease training ,NA,yes,yes,no,no,no,Commodities need to be supplied early ,NA,no,yes,yes,IEC tools are needed ASAP,NA,Early delivery of the commodities ,NA,uuid:f91ac92e-1463-47f7-b8d9-ec0cb73c1747,uuid:f91ac92e-1463-47f7-b8d9-ec0cb73c1747,2025-03-03T06:05:43.108Z,NA,1124,moh_assessor,0,0,NA,NA,collect:FtAm5uY5ZeOySRXG,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-13T07:17:33Z,2025-03-13T09:15:23Z,2025-03-13T00:00:00Z,collect:eZC1L1TORg06hIMR,NA,NA,34.6608389,2.5324627,1363.0999755859375,4.533,,3m,2025-03-13T00:00:00Z,Dr.Mugabe Frank,gov_moh,NA,Karamoja,Moroto,NA,no,no,yes,no,no,no,"Funds to be released immediately so that processes are made immediately.

System is on and off
",NA,no,no,no,Training materials to be made available ,NA,yes,no,no,Supply of updated tools ,NA,yes,no,no,no,no,NA,NA,no,no,no,Moroto has been having a translation . We take it that majority are aware of MVI but not dates and venues ,NA,"Mobilization should be strengthened

Vaccines to be supplied two weeks to implementation.

Planning was not done due to delay for MOH to share IPFs

Biostat monitored the tools",NA,uuid:18d35830-77b9-4a7e-8e3a-2b090a9f45c3,uuid:18d35830-77b9-4a7e-8e3a-2b090a9f45c3,2025-03-13T12:19:00.892Z,NA,1124,moh_assessor,0,0,NA,NA,collect:eZC1L1TORg06hIMR,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-11T06:31:00Z,2025-03-11T07:34:25Z,2025-03-11T00:00:00Z,collect:EoglRRwPIiGRNOze,NA,NA,31.766805,0.914845,1164.0999755859375,5,,3m,2025-03-07T00:00:00Z,Munganga MariaGorret ,gov_moh,NA,Tooro,Kasese,NA,yes,yes,yes,no,no,no,"Yet to start coordination meeting specifically on malaria.
Funds not yet in district 
Talking points on malaria not yet received ",NA,no,no,no,Training is urgently needed ,NA,no,yes,yes,Tools are available but not enough ,NA,yes,no,no,no,yes,Safety boxes available but not specific for malaria ,NA,no,no,no,"ACSM is the heart of SD ,people need information ",NA,"Community not aware, the host hasn't hinted on malaria vaccination ",NA,uuid:57cf69aa-9629-4d7d-b37f-cb5171576749,uuid:57cf69aa-9629-4d7d-b37f-cb5171576749,2025-03-11T07:34:29.494Z,NA,1124,moh_assessor,0,0,NA,NA,collect:EoglRRwPIiGRNOze,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-07T21:01:28Z,2025-03-11T06:21:50Z,2025-03-08T00:00:00Z,collect:EoglRRwPIiGRNOze,NA,NA,32.6368467,0.4658933,1107.7,4.74,,3m,2025-03-10T00:00:00Z,Munganga MariaGorret,gov_moh,NA,Tooro,Bundibugyo,NA,yes,yes,yes,no,no,no,"Coordination meeting by RDC 
Avail district with operational funds and education materials",NA,no,no,yes,Training of health workers,NA,no,yes,yes,Inform the teams that their no special tools for MVI,NA,yes,yes,no,no,yes,Completion of facility contingency plan,NA,no,yes,no,"Advocacy, mobilization  is wanting",NA,Health promotion department should up their arms ,NA,uuid:f0cad5d5-a612-4228-aca2-75a0cf4142e3,uuid:f0cad5d5-a612-4228-aca2-75a0cf4142e3,2025-03-11T06:21:52.184Z,NA,1124,moh_assessor,0,0,NA,NA,collect:EoglRRwPIiGRNOze,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T09:33:27Z,2025-03-10T11:18:52Z,2025-03-03T00:00:00Z,collect:YxGbd7A7nqn7aODX,NA,NA,33.9585419,0.9132565,1069.3302839276616,4.788,,3m,2025-03-03T00:00:00Z,Nghania Frehd,other,MoH - UNEPI,Bukedi,Butaleja,NA,yes,yes,yes,no,no,no,"Waiting to receive funds, IPFs, and guidance from MoH Unepi; the monthly coordination meetings have not started",NA,no,no,no,Common myths and misconceptions about vaccine; communities have expressed concerns about the increased number of injectable vaccines. It is important to deliver IEC materials before training is conducted.,NA,no,yes,yes,MVI IPF and guidelines should be shared urgently to guide supervision plans.,NA,yes,yes,no,no,no,Majority of health facilities use open pit burning. Green label supported retrieval and final disposal. Need to deliver the MVI vaccine and related supplies soonest as the introduction date is so close.,NA,no,no,no,"Central payments for ACSM activities always delay or even never paid. As a result, districts are hesitant to commit to initiating ACSM activities with assurance. Secondly, service providers are not comfortable as previous payments have not been effected. None of 5 persons interviewed had heard about Malaria Vaccine introduction",NA,"The district is not on track to conduct MVI in April 2025 unless IEC materials, IPFs, and guidelines as well as funds are delivered/disbursed immeidately to faxiliate planning, social mobilization and training. Generally, the districts are enthusiastic about the introduction of a malaria vaccine. They are, however, concerned about the delays in communication and preparing districts.",NA,uuid:2bcfb457-6b6c-4f3a-a936-002a31de532a,uuid:2bcfb457-6b6c-4f3a-a936-002a31de532a,2025-03-10T11:18:53.028Z,NA,1124,moh_assessor,0,0,NA,NA,collect:YxGbd7A7nqn7aODX,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T10:44:49Z,2025-03-10T11:18:42Z,2025-03-04T00:00:00Z,collect:YxGbd7A7nqn7aODX,NA,NA,34.18863,0.6880706,1215.5,4.714,,3m,2025-03-04T00:00:00Z,Nghania Frehd,other,MOH - UNEPi,Bukedi,Tororo,NA,yes,no,yes,no,no,no,"Districts needs to further clean the microplans, especially regarding the identification of resistant communities. The coordination committee established but needs activation towards MVI implementation. MoH needs to disburse funds; anticipated delays in cash limit and processing supplementary funds through Council, MOH should immediately share IPFs and guidelines",NA,no,no,no,"Rampant myths and misconceptions about vaccines, community fears around multiple injections, need to plan for sufficient periods for training. One day is not enough, IEC materials should be delivered ahead of time so they can be used during training as well.",NA,no,yes,yes,MOH to share IPFs so that realistic supervision plans are developed ,NA,yes,yes,no,no,no,"21 cold boxes, but 11 are phased out and are non functional. Close to 401 vaccine carriers, but 150 are damaged. Limited storage space for cold boxes and vaccine carriers as a result of the district having a small DVS. NMS to deliver vaccines and supplies sooner as well as dispatch teams to support cold chain maintenance before the introduction.",NA,no,no,no,"MoH to share IEC materials soonest. The communities were not yet aware of the MVI as only 2 out of 5 interviewed reported that they had heard. Moreover, they couldn't remember the date and venues mentioned in the messages they heard.",NA,"The district is not on track to conduct MVI in April 2025 unless IEC materials, IPFs, and guidelines as well as funds are delivered/disbursed immeidately to faxiliate planning, social mobilization and training. Generally, the districts are enthusiastic about the introduction of a malaria vaccine. They are, however, concerned about the delays in communication and preparing districts.",NA,uuid:a04f8bed-7230-4dc2-8624-8dc8126d7f0a,uuid:a04f8bed-7230-4dc2-8624-8dc8126d7f0a,2025-03-10T11:18:43.025Z,NA,1124,moh_assessor,0,0,NA,NA,collect:YxGbd7A7nqn7aODX,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-07T11:15:11Z,2025-03-07T11:41:28Z,2025-03-07T00:00:00Z,collect:UgCtJbqjGaO4AFTb,NA,NA,34.2386634,1.2282384,1123,48.9,,3m,2025-03-07T00:00:00Z,Damascus Akampurira,gov_moh,NA,Bugisu,Sironko,NA,no,yes,yes,no,no,yes,Delay of funds hinder most activities,NA,no,no,no,Training has not started due to lack of funds,NA,yes,yes,yes,More training needed on the use of some monitoring tools,NA,yes,yes,no,yes,yes,Poor vaccine house at the district,NA,no,yes,no,"More intensive mobilisation needed especially the resistant communities

Allocating funds for hard to reach areas ",NA,"Intensive mobilisation in resistant communities 
Poor vaccine house
Allocation of funds for hard to reach areas ",NA,uuid:9b879bc4-2b7e-4cf3-857b-676d3bab4dec,uuid:9b879bc4-2b7e-4cf3-857b-676d3bab4dec,2025-03-07T11:41:30.597Z,NA,1124,moh_assessor,0,0,NA,NA,collect:UgCtJbqjGaO4AFTb,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-07T07:00:08Z,2025-03-07T11:37:01Z,2025-03-07T00:00:00Z,collect:yfZkOajt55oMRUkg,NA,NA,32.4613215,1.3137835,1093.800048828125,20,,3m,2025-03-07T00:00:00Z,Biryomumisho Hashim,gov_moh,NA,North_Central,Nakasongola,NA,no,no,yes,no,no,no,NA,NA,no,no,no,NA,NA,no,yes,yes,NA,NA,no,yes,no,no,no,NA,NA,no,no,no,NA,NA,NA,NA,uuid:edca0413-9c04-42d4-888a-396c03f35ec1,uuid:edca0413-9c04-42d4-888a-396c03f35ec1,2025-03-07T11:37:17.218Z,NA,1124,moh_assessor,0,0,NA,NA,collect:yfZkOajt55oMRUkg,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
